"Priority","Organization","Project","Type","Subsidy","Matching","Total","Start_date","End_date","State","Region","Geocoding_round","county","city_name","postal_code","lat_coords","long_coords"
"P1","Glasgow City Council","Young Parents - Glasgow Cares","ESF","131745","N/A","427610","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G2 1DU","55.861152","-4.2501962"
"P1","Glasgow City Council","Gangs Into Employment Initiative","ESF","212847","N/A","481911","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G2 1DU","55.861152","-4.2501962"
"P1","Glasgow City Council","Learning Disabilites Supported Employment Service","ESF","130953","N/A","306069","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G2 1DU","55.861152","-4.2501962"
"P1","Glasgow City Council","Choice Works","ESF","172286","N/A","540993","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G2 1DU","55.861152","-4.2501962"
"P1","Glasgow Clyde College","Ways to Work","ESF","205967","N/A","457705","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","Building Glasgow's Young People","ESF","192071","N/A","426825","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","Community Based Training for Employment","ESF","288547","N/A","721367","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","Employment Training for those whose 1st Language is not English","ESF","225151","N/A","562878","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","Building Glasgow's Young People 2008-2010","ESF","891807","N/A","2073971","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","Opening Employability Options","ESF","127513","N/A","296542","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","Supported Pathways","ESF","114181","N/A","265537","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","The 4As - Attendance, Attitude, Achivement and Ambition 2009","ESF","89051","N/A","222626","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","Employment Pathways for Speakers of Other Languages","ESF","226507","N/A","566268","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","Community Based Skills for Employment II","ESF","387464","N/A","968658","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","Get Set Glasgow!","ESF","162425","N/A","397775","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","Flexible Futures for the Service Sector in Scotland","ESF","154187","N/A","371797","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","New Scots: Language and Skills for Employment","ESF","123582","N/A","310582","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","SkillsGAP Programme","ESF","120353","N/A","290223","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","Opening Employability Options 2009","ESF","132986","N/A","309270","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","Supported Pathways 2009","ESF","138486","N/A","322061","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","Get Set Glasgow 2010!","ESF","165562","N/A","407952","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","The Flexible Futures for the Service Sector in Scotland 2010","ESF","152625","N/A","374075","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","SkillsGAP 2010","ESF","118641","N/A","290521","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","New Scots: Language and Skills for Employment 2010","ESF","119429","N/A","316429","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","Education_Employment Pathway for Speakers of Other Languages","ESF","227318","N/A","607209","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","Community Based Engagement & Training Skills for Employment2","ESF","421566","N/A","1053915","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","Supported Pathways 2010","ESF","145531","N/A","338445","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","Opening Employability Options 2010","ESF","143844","N/A","319655","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow Clyde College","Building Glasgow's Young People 2010 - 2011","ESF","624991","N/A","1388868","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12","55.8861642","-4.3194459"
"P1","Glasgow College of Nautical Studies","Routes to Employability","ESF","68876","N/A","153057","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1","55.8629288","-4.24658"
"P1","Glasgow College of Nautical Studies","Positive Pathways to Employment","ESF","107324","N/A","268309","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1","55.8629288","-4.24658"
"P1","Glasgow Council for the Voluntary Sector","Work in Progress","ESF","57019","N/A","171968","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G4 9AS","55.8712014","-4.2709946"
"P1","Glasgow Kelvin College","Pathways to Employability","ESF","168204","N/A","480583","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G21 4TD","55.879811","-4.2293712"
"P1","Glasgow Metropolitan College","Employability Skills@Glasgowmet","ESF","315278","N/A","700619","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 2BP","55.8628226","-4.2489702"
"P1","Glasgow Metropolitan College","Women Into Construction@Glasgow Met","ESF","91839","N/A","204087","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 2BP","55.8628226","-4.2489702"
"P1","Glasgow Metropolitan College","Employability Skills For Minority Ethnic Groups","ESF","144204","N/A","320454","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 2BP","55.8628226","-4.2489702"
"P1","Glasgow Metropolitan College","Employability Project@GlasgowMET","ESF","329340","N/A","731867","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 2BP","55.8628226","-4.2489702"
"P1","Glasgow Metropolitan College","Glasgow Met - Employability Skills for Ethnic Minorities","ESF","151712","N/A","337139","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 2BP","55.8628226","-4.2489702"
"P1","Glasgow Metropolitan College","GlasgowMet - Women Into Construction2009","ESF","101061","N/A","224581","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 2BP","55.8628226","-4.2489702"
"P1","Glasgow Metropolitan College","Women Into Construction2010@GlasgowMET","ESF","97564","N/A","216810","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 2BP","55.8628226","-4.2489702"
"P1","Glasgow Metropolitan College","Newstart2010@GlasgowMET","ESF","309274","N/A","687276","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 2BP","55.8628226","-4.2489702"
"P1","Glasgow Metropolitan College","Employability Skills for Minority Ethnic Groups@GlasgowMET","ESF","137097","N/A","304662","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 2BP","55.8628226","-4.2489702"
"P1","Inverclyde Council","Inverclyde CPP ESF Employability Programme","ESF","1584471","N/A","4546958","N/A","N/A","Scotland","Lowlands and Uplands","Second","Inverclyde","Greenock","PA16","55.9539928","-4.777117"
"P1","James Watt College","The Routes to Work Programme","ESF","103468","N/A","229931","N/A","N/A","Scotland","Lowlands and Uplands","Second","Inverclyde","Greenock","PA16","55.9539928","-4.777117"
"P1","Kibble Education and Care","Connect 4 Employment","ESF","415990","N/A","1039976","N/A","N/A","Scotland","Lowlands and Uplands","Second","Renfrewshire","Paisley","PA3 2LH","55.8569275","-4.4375798"
"P1","Kibble Education and Care","KibbleWorks Plus","ESF","242345","N/A","605863","N/A","N/A","Scotland","Lowlands and Uplands","Second","Renfrewshire","Paisley","PA3 2LH","55.8569275","-4.4375798"
"P1","Kilmarnock College","First Steps into Employment","ESF","335072","N/A","744606","N/A","N/A","Scotland","Lowlands and Uplands","Second","East Ayrshire","Kilmarnock","KA3","55.6158255","-4.4992451"
"P1","Momentum Scotland","The Catalyst Ayrshire Programme","ESF","87835","N/A","195189","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G51","55.8545637","-4.2942548"
"P1","Momentum Scotland","The Glasgow Momentum Employability Programme","ESF","408817","N/A","1147463","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G51","55.8545637","-4.2942548"
"P1","Momentum Scotland","Work Matters","ESF","117931","N/A","262069","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G51","55.8545637","-4.2942548"
"P1","Momentum Scotland","Opportunities for People through Employment and Learning (OPEL)","ESF","109077","N/A","242393","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G51","55.8545637","-4.2942548"
"P1","Momentum Scotland","Catalyst Programme","ESF","276725","N/A","614946","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G51","55.8545637","-4.2942548"
"P1","Momentum Scotland","Opportunities for People through Employment and Learning","ESF","317938","N/A","706529","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G51","55.8545637","-4.2942548"
"P1","Momentum Scotland","Glasgow Momentum Partnership","ESF","2343578","N/A","5858946","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G51","55.8545637","-4.2942548"
"P1","Momentum Scotland","Momentum Work Choice (Work Entry)","ESF","733660","N/A","1834151","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G51","55.8545637","-4.2942548"
"P1","National Autistic Society (Prospects)","NEET AVOIDANCE","ESF","92281","N/A","207163","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G2","55.8609057","-4.2586058"
"P1","National Autistic Society (Prospects)","Working with Autism - Prospects for Employment","ESF","49760","N/A","117816","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G2","55.8609057","-4.2586058"
"P1","North Ayrshire Council","North Ayrshire Employability Continuum - ESF aspect","ESF","1215624","N/A","3039063","N/A","N/A","Scotland","Lowlands and Uplands","Second","North Ayrshire","Isle of Cumbrae","KA28","55.7535865","-4.9286167"
"P1","North Lanarkshire Council","North Lanarkshire CPP – ESF Bid","ESF","6479141","N/A","14398091","N/A","N/A","Scotland","Lowlands and Uplands","Second","North Lanarkshire","Airdrie","ML6 6BN","55.8654528","-3.982917"
"P1","ProjectScotland","Chance for Change","ESF","246960","N/A","552460","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH7 4GH","55.9624013","-3.1869316"
"P1","Reid Kerr College","Skills for Sustainable Employment in Renfrewshire","ESF","158472","N/A","352162","N/A","N/A","Scotland","Lowlands and Uplands","Second","Renfrewshire","Paisley","PA3","55.8561776","-4.4154495"
"P1","Remploy Ltd","Putting Ability First In Scotland","ESF","854222","N/A","2190314","N/A","N/A","Scotland","Lowlands and Uplands","Second","Fife","Cowdenbeath","KY4","56.1073066","-3.3768591"
"P1","Renfrewshire Council","Renfrewshire Workforce Plus Programme","ESF","3099698","N/A","8094426","N/A","N/A","Scotland","Lowlands and Uplands","Second","Renfrewshire","Paisley","PA3 1QS","55.846654","-4.5331259"
"P1","Right Track Scotland Ltd","MOTIVATOR","ESF","146863","N/A","733872","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G40","55.8513751","-4.223113"
"P1","Right Track Scotland Ltd","FOCUS 2008","ESF","149817","N/A","364722","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G40","55.8513751","-4.223113"
"P1","Right Track Scotland Ltd","Motivator 2008","ESF","128558","N/A","496558","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G40","55.8513751","-4.223113"
"P1","Right Track Scotland Ltd","Skills for the Future 2008","ESF","96425","N/A","214278","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G40","55.8513751","-4.223113"
"P1","Right Track Scotland Ltd","Access to Admin 2008","ESF","33306","N/A","161406","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G40","55.8513751","-4.223113"
"P1","Right Track Scotland Ltd","Skills for the Future 2009","ESF","114336","N/A","254080","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G40","55.8513751","-4.223113"
"P1","Right Track Scotland Ltd","MOTIVATOR 2009","ESF","127924","N/A","495924","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G40","55.8513751","-4.223113"
"P1","Right Track Scotland Ltd","FOCUS","ESF","123343","N/A","324943","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G40","55.8513751","-4.223113"
"P1","Right Track Scotland Ltd","Career Start Project","ESF","112770","N/A","251390","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G40","55.8513751","-4.223113"
"P1","Right Track Scotland Ltd","Skills for the Future 2010","ESF","101279","N/A","225066","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G40","55.8513751","-4.223113"
"P1","Right Track Scotland Ltd","Realising Potential","ESF","392680","N/A","1107680","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G40","55.8513751","-4.223113"
"P1","RNID","Early & Mid Life Transitions Support for Deaf People","ESF","61385","N/A","136410","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 2RX","55.864184","-4.2547358"
"P1","Routes to Work South","Creating Opportunities if Left is Right","ESF","275497","N/A","665497","N/A","N/A","Scotland","Lowlands and Uplands","Second","South Lanarkshire","Glasgow","G72 7EX","55.8194508","-4.1658646"
"P1","Scotland's Learning Partnership","Acting Up (round 1)","ESF","239170","N/A","531491","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH2 3JZ","55.953451","-3.2023826"
"P1","Scottish Association for Mental Health","Glasgow North","ESF","212572","N/A","472382","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 1UZ","55.8584724","-4.2476622"
"P1","Scottish Association for Mental Health","Glasgow South","ESF","221556","N/A","492347","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 1UZ","55.8584724","-4.2476622"
"P1","Scottish Association for Mental Health","COMPASS (Samh)","ESF","184518","N/A","410041","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 1UZ","55.8584724","-4.2476622"
"P1","Scottish Association for Mental Health","GLASGOW SOUTH Samh","ESF","749803","N/A","1706175","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 1UZ","55.8584724","-4.2476622"
"P1","Scottish Association for Mental Health","GLASGOW NORTH Samh","ESF","745057","N/A","1696871","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 1UZ","55.8584724","-4.2476622"
"P1","Scottish Council for Voluntary Organisations","Moving Forward Ayrshire & Inverclyde","ESF","117043","N/A","266314","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH3 6BB","55.9597201","-3.1904754"
"P1","Scottish Council for Voluntary Organisations","Moving Forward Dundee","ESF","67833","N/A","150774","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH3 6BB","55.9597201","-3.1904754"
"P1","Skillnet Edinburgh","Black Community Skills Project","ESF","128752","N/A","335005","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH7 5QL","55.9600753","-3.165509"
"P1","Skillnet Edinburgh","Black Community Skills Project (Round 1)","ESF","138343","N/A","307429","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH7 5QL","55.9600753","-3.165509"
"P1","Skillnet Edinburgh","Black Community Skills Project (Round 2)","ESF","117464","N/A","261032","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH7 5QL","55.9600753","-3.165509"
"P1","Skillnet Edinburgh","Black Community Skills project (Round 3)","ESF","146293","N/A","336802","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH7 5QL","55.9600753","-3.165509"
"P1","Skills Development Scotland","Activate","ESF","525262","N/A","1167250","N/A","N/A","Scotland","Lowlands and Uplands","Second","Scottish Borders","Galashiels","TD1 1QA","55.6221714","-2.8210352"
"P1","Skills Development Scotland","Flexible Support Project","ESF","423760","N/A","941689","N/A","N/A","Scotland","Lowlands and Uplands","Second","Scottish Borders","Galashiels","TD1 1QA","55.6221714","-2.8210352"
"P1","South Lanarkshire College","Take a Chance","ESF","291836","N/A","711173","N/A","N/A","Scotland","Lowlands and Uplands","Second","South Lanarkshire","Glasgow","G75 0YW","55.7530077","-4.1615014"
"P1","South Lanarkshire College","Take a Chance Too","ESF","418166","N/A","972480","N/A","N/A","Scotland","Lowlands and Uplands","Second","South Lanarkshire","Glasgow","G75 0YW","55.7530077","-4.1615014"
"P1","South Lanarkshire College","Skills for Sustainable Energies and New Technologies","ESF","308461","N/A","771151","N/A","N/A","Scotland","Lowlands and Uplands","Second","South Lanarkshire","Glasgow","G75 0YW","55.7530077","-4.1615014"
"P1","South Lanarkshire Council","SL CPP ESF","ESF","4863102","N/A","10806892","N/A","N/A","Scotland","Lowlands and Uplands","Second","South Lanarkshire","Glasgow","G75 0YW","55.7530077","-4.1615014"
"P1","Stevenson College Edinburgh","WEACT II","ESF","96365","N/A","214145","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH5 1QE","55.9776111","-3.244877"
"P1","The Action Group","Real Jobs Edinburgh Plus","ESF","107226","N/A","238569","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH7 5QY","55.9613508","-3.1667863"
"P1","The Coach House Trust","Transitions to Inclusion","ESF","194799","N/A","500922","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12 8EN","55.875862","-4.2823827"
"P1","The Coach House Trust","Transitions to Inclusion 2","ESF","199614","N/A","513220","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12 8EN","55.875862","-4.2823827"
"P1","The Coach House Trust","Transitions to Inclusion 3","ESF","201455","N/A","516551","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G12 8EN","55.875862","-4.2823827"
"P1","The Prince's Trust","Developing the potential of Scotland’s most disadvantaged YP","ESF","264069","N/A","586820","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G5 9JP","55.8541945","-4.2576619"
"P1","The Prince's Trust","Broidging the Gap","ESF","172799","N/A","383999","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G5 9JP","55.8541945","-4.2576619"
"P1","The Prince's Trust","Bridging the Gap","ESF","1369787","N/A","3281988","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G5 9JP","55.8541945","-4.2576619"
"P1","The Prince's Trust","Life Working","ESF","904904","N/A","2066569","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G5 9JP","55.8541945","-4.2576619"
"P1","The Prince's Trust","Addressing disadvantage through Get Into","ESF","274981","N/A","798854","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G5 9JP","55.8541945","-4.2576619"
"P1","The Prince's Trust","Addressing disadvantage through Team","ESF","998009","N/A","2819024","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G5 9JP","55.8541945","-4.2576619"
"P1","The Prince's Trust","Addressing disadvantage through Get Started","ESF","107444","N/A","305944","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G5 9JP","55.8541945","-4.2576619"
"P1","The Scottish Government","Training For Work 2009/2010","ESF","2413200","N/A","5362666","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH1 3DG","55.9537024","-3.1827618"
"P1","The Wise Group","Routes Out of Prison (RooP)","ESF","218183","N/A","484852","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 5DW","55.8536351","-4.2408593"
"P1","The Wise Group","Routes out of Prison","ESF","502453","N/A","1435581","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 5DW","55.8536351","-4.2408593"
"P1","The Wise Group","Transitional Employment (TE)","ESF","464709","N/A","1222918","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 5DW","55.8536351","-4.2408593"
"P1","The Wise Group","Transitional Employment","ESF","480038","N/A","1371536","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 5DW","55.8536351","-4.2408593"
"P1","The Wise Group","RooP","ESF","358977","N/A","968125","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1 5DW","55.8536351","-4.2408593"
"P1","Tullochan Trust","Fit for Life","ESF","110050","N/A","248870","N/A","N/A","Scotland","Lowlands and Uplands","Second","West Dunbartonshire","Dumbarton","G82 3PW","55.9720234","-4.5774166"
"P1","Tullochan Trust","Heads Up","ESF","91013","N/A","202251","N/A","N/A","Scotland","Lowlands and Uplands","Second","West Dunbartonshire","Dumbarton","G82 3PW","55.9720234","-4.5774166"
"P1","Venture Trust","The Venture Trust: A Chance for Change","ESF","214150","N/A","475889","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH3","55.9464751","-3.2016529"
"P1","Venture Trust","Venture Trust - Chance For Change","ESF","282210","N/A","648759","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH3","55.9464751","-3.2016529"
"P1","Venture Trust","Venture Trust - A Chance For Change","ESF","233155","N/A","552763","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH3","55.9464751","-3.2016529"
"P1","Venture Trust","Venture Trust - New Chances For Change","ESF","225611","N/A","616536","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH3","55.9464751","-3.2016529"
"P1","Venture Trust","Venture Trust - Inspiring Young Futures","ESF","915225","N/A","2786910","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH3","55.9464751","-3.2016529"
"P1","West Dunbartonshire Council","West Dunbartonshire Employability Programme","ESF","2211514","N/A","5286992","N/A","N/A","Scotland","Lowlands and Uplands","Second","West Dunbartonshire","Dumbarton","G82 3PU","55.9450925","-4.5646258"
"P1","West Fife Enterprise Limited","Quest For Employment","ESF","821515","N/A","1910500","N/A","N/A","Scotland","Lowlands and Uplands","Second","Fife","Dunfermline","KY12 8TL","56.0603362","-3.5983347"
"P1","West Lothian Council","West Lothian Partnership Project - Connecting with jobs","ESF","1711848","N/A","4272619","N/A","N/A","Scotland","Lowlands and Uplands","Second","West Lothian","Livingston","EH54","55.8880724","-3.5164534"
"P1","Women Onto Work","Women Onto Work","ESF","465034","N/A","1033411","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH7","55.9609629","-3.1644052"
"P1","Work Track","Work Track - Edinburgh","ESF","147272","N/A","327272","N/A","N/A","Scotland","Lowlands and Uplands","Second","Orkney","Kirkwall","KW15 1UF","58.9984301","-2.9251604"
"P1","Workers' Educational Association","JRT JobRotation (Ayrshire)","ESF","429683","N/A","1048009","N/A","N/A","Scotland","Lowlands and Uplands","Second","Highland","Inverness","IV1 1DR","57.4785912","-4.2269155"
"P2","Aberdeenshire Council","North East Work Skills","ESF","279376","N/A","642376","N/A","N/A","Scotland","Lowlands and Uplands","Second","Aberdeenshire","Inverurie","AB51","57.2840705","-2.3918716"
"P2","Angus College","Working Together: Developing Skills for Migrant Workers","ESF","196595","N/A","458973","N/A","N/A","Scotland","Lowlands and Uplands","Second","Dundee City","Dundee","DD3","56.4803795","-2.9761328"
"P2","AYR COLLEGE","UPSKILLING THE AYRSHIRE WORKFORCE","ESF","141039","N/A","327998","N/A","N/A","Scotland","Lowlands and Uplands","Second","South Ayrshire","Ayr","KA8 0EU","55.4600011","-4.6195923"
"P2","AYR COLLEGE","Upskilling the Ayrshire Workforce 2009","ESF","141039","N/A","327998","N/A","N/A","Scotland","Lowlands and Uplands","Second","South Ayrshire","Ayr","KA8 0EU","55.4600011","-4.6195923"
"P2","Central College","INSTEP","ESF","483053","N/A","1073452","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1","55.8629288","-4.24658"
"P2","Central College","RENEW","ESF","663319","N/A","1677828","N/A","N/A","Scotland","Lowlands and Uplands","Second","Glasgow City","Glasgow","G1","55.8629288","-4.24658"
"P2","Coatbridge College","Sustainable Employment for the Care Sector","ESF","84115","N/A","210288","N/A","N/A","Scotland","Lowlands and Uplands","Second","North Lanarkshire","Coatbridge","ML5","55.8639821","-4.0159301"
"P2","East Ayrshire Council","Sustainable Employment","ESF","80132","N/A","200330","N/A","N/A","Scotland","Lowlands and Uplands","Second","East Ayrshire","Galston","KA4 8AA","55.6006357","-4.3836242"
"P2","Edinburgh Business Development","Social Enterprise Skills Programme","ESF","138908","N/A","308684","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH7","55.9615278","-3.1810872"
"P2","Edinburgh Napier University","Scottish Resource Centre for Women in SET","ESF","216761","N/A","535410","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH14 1DJ","55.9180109","-3.2395732"
"P2","ENABLE Scotland","Moving Forward","ESF","780666","N/A","1815087","N/A","N/A","Scotland","Lowlands and Uplands","Second","Edinburgh","Edinburgh","EH16 4TD","55.9263534","-3.1541856"
"P2","Fife Council","Fife CPP Upskilling the Workforce","ESF","95570","N/A","227473","N/A","N/A","Scotland","Lowlands and Uplands","Second","Fife","Cowdenbeath","KY4 8AJ","56.0845546","-3.37538"
